video_id,category,purpose_tag,stroke_label,duration_sec,kick_frequency,kick_ratio,stroke_cycle_hz,detection_rate,l_elbow_angle_mean,l_elbow_angle_std,l_elbow_angle_min,r_elbow_angle_mean,r_elbow_angle_std,r_elbow_angle_min,l_shoulder_angle_mean,l_shoulder_angle_std,l_shoulder_angle_min,r_shoulder_angle_mean,r_shoulder_angle_std,r_shoulder_angle_min,head_angle_mean,head_angle_std,head_angle_min,head_v_angle_mean,head_v_angle_std,head_v_angle_min,hip_angle_mean,hip_angle_std,hip_angle_min,body_roll_mean,body_roll_std,body_roll_min,body_roll_deg_mean,body_roll_deg_std,body_roll_deg_min,hip_roll_mean,hip_roll_std,hip_roll_min,elbow_symmetry_mean,elbow_symmetry_std,elbow_symmetry_min,shoulder_symmetry_mean,shoulder_symmetry_std,shoulder_symmetry_min,entry_angle_mean,entry_angle_std,entry_angle_min,streamline_width_mean,streamline_width_std,streamline_width_min,shoulder_width_mean,shoulder_width_std,shoulder_width_min,norm_l_wrist_x_mean,norm_l_wrist_x_std,norm_l_wrist_x_min,norm_r_wrist_x_mean,norm_r_wrist_x_std,norm_r_wrist_x_min,norm_l_wrist_y_mean,norm_l_wrist_y_std,norm_l_wrist_y_min,norm_r_wrist_y_mean,norm_r_wrist_y_std,norm_r_wrist_y_min,l_ankle_roll_std5_mean,l_ankle_roll_std5_std,l_ankle_roll_std5_min,r_ankle_roll_std5_mean,r_ankle_roll_std5_std,r_ankle_roll_std5_min
마스터즈 수영대회 자유형 50m 26초대 레이스.mp4,masters,hobby,unknown,39.93,0.451,0.114,0.403,0.404,109.4604,54.9903,3.67,96.5222,53.7643,5.34,61.1439,52.297,1.89,61.1185,56.8931,1.51,66.0,47.7582,7.73,23.1083,22.9702,0.28,118.3419,67.2392,0.93,0.0101,0.0117,0.0001,32.0948,28.0749,0.15,0.0068,0.009,0.0,38.7623,40.2768,0.13,21.0598,23.2041,0.11,0.1077,0.1237,0.0,0.022,0.0156,0.0012,0.0239,0.0168,0.0002,90.5157,338.3153,8.9916,90.8263,336.7216,7.6274,109.4733,372.1721,10.7014,108.9858,368.7961,10.6347,0.0592,0.0757,0.0,0.0598,0.0784,0.0
수영의 효율과 경제성 2.mp4,masters,hobby,unknown,268.0,0.828,0.1333,0.431,0.69,126.7807,50.1004,2.5,124.0063,51.723,2.09,69.9991,65.3378,0.72,73.8204,67.7291,0.71,60.6025,54.0722,2.17,26.4989,24.7132,0.04,131.3852,64.0379,0.44,0.0177,0.0238,0.0,42.0322,29.769,0.02,0.0101,0.0133,0.0,32.3438,35.0069,0.0,24.8847,34.755,0.0,0.1086,0.0939,0.0,0.026,0.026,0.0,0.0305,0.0244,0.0003,52.9483,110.5747,0.8586,52.9766,111.769,0.9393,55.3439,124.8767,0.9492,55.2472,123.7236,0.7764,0.0781,0.0673,0.0,0.079,0.0679,0.0
일반인 수영 마스터즈 훈련팀은 이렇게 훈련합니다..mp4,masters,hobby,unknown,173.17,0.936,0.1372,0.369,0.796,99.8426,58.1934,2.19,90.8045,57.4154,1.51,34.5369,31.4691,0.58,35.7381,29.0555,0.59,70.9022,43.738,2.5,22.3859,21.851,0.0,99.5217,59.0519,0.77,0.0305,0.0299,0.0,34.8482,29.6862,0.0,0.0192,0.0178,0.0,35.0032,35.8549,0.04,19.5988,20.5288,0.01,0.0815,0.0599,0.0002,0.0782,0.0623,0.0002,0.0747,0.0398,0.0007,15.7557,35.6315,0.2409,15.7702,35.4636,-0.6024,20.9733,49.1509,2.8832,21.2792,48.7916,3.0779,0.038,0.0339,0.0,0.0405,0.0368,0.0
제1회 전국 마스터즈 수영대회 ⧸ 자유형 100M.mp4,masters,hobby,unknown,119.95,0.342,0.1141,0.364,0.414,93.0831,52.7875,4.23,101.9544,55.988,3.68,58.2301,53.6632,0.78,52.841,51.1285,1.1,69.9922,47.6212,3.86,27.7709,21.9583,0.47,125.8998,58.4837,0.94,0.028,0.0301,0.0001,51.7997,25.5107,0.46,0.0176,0.017,0.0001,48.6321,40.6328,0.11,28.2882,29.5343,0.02,0.0704,0.066,0.0001,0.0272,0.0339,0.0,0.0363,0.0299,0.0004,50.4407,150.8117,0.329,50.1431,151.1462,0.1482,30.9345,89.2243,0.8334,30.6347,86.2842,1.4466,0.0396,0.0498,0.0,0.0397,0.0454,0.0
제5회 포항시장배 마스터즈 수영대회 현장 [스포츠 비하인드].mp4,masters,hobby,unknown,297.63,0.558,0.0907,0.469,0.76,117.1926,53.0921,0.47,113.8828,46.1306,1.79,17.9698,24.189,0.31,17.3174,23.4507,0.33,110.3536,44.7358,1.87,11.3747,16.7481,0.01,168.0858,26.4694,4.75,0.0174,0.0167,0.0,12.1403,20.1646,0.0,0.0115,0.0133,0.0,31.1479,30.8981,0.03,7.6287,13.1916,0.0,0.1964,0.1175,0.0001,0.1364,0.082,0.0001,0.1754,0.0772,0.0005,8.2617,30.765,0.6123,7.5626,30.9049,-1.1692,9.4847,33.1785,1.3323,9.4443,32.8083,2.1569,0.054,0.1075,0.0,0.0522,0.1101,0.0
파주전국마스터즈수영대회 로-160혼성계영 @Leau_swim (🎥：김진섭).mp4,masters,hobby,unknown,161.33,0.248,0.098,0.297,0.312,137.9029,47.8479,4.81,132.0692,51.4806,3.92,32.5859,40.9845,1.13,27.1273,34.7601,0.81,66.1936,43.9271,4.87,21.3598,21.3451,0.42,155.1616,40.0997,2.22,0.0107,0.0131,0.0,20.4837,24.2834,0.04,0.0074,0.0078,0.0,39.3555,44.9243,0.07,15.2388,20.7535,0.09,0.0606,0.0713,0.0,0.0504,0.0622,0.0003,0.0428,0.0361,0.0024,21.8627,25.1492,0.7018,20.9864,25.2749,0.458,15.866,25.5836,-0.346,15.9078,25.8911,0.4467,0.0709,0.1032,0.0,0.0761,0.1053,0.0
파주전국마스터즈수영대회 성인부 여자30대부 접영50m @Leau_swim (🎥：김진섭).mp4,masters,hobby,unknown,67.4,0.46,0.104,0.468,0.491,150.1222,37.2583,4.71,147.1098,45.2156,3.63,20.6464,24.3943,0.62,25.9631,26.572,0.78,67.0284,42.5005,2.21,25.1301,19.4346,0.48,137.1951,48.9313,0.61,0.0166,0.0162,0.0001,27.9979,21.7055,0.39,0.0118,0.0115,0.0,19.2292,21.0364,0.03,15.3072,15.1536,0.17,0.0512,0.0465,0.0007,0.0414,0.038,0.0003,0.0379,0.0228,0.002,17.8479,23.8217,1.2001,17.1039,24.1194,0.366,17.0389,23.2983,0.2061,17.0664,23.2252,1.3172,0.035,0.0423,0.0,0.0356,0.0433,0.0
50m in 23 Strokes...IN 29 SECS!!!.mp4,tutorial,technique,unknown,31.83,0.723,0.1826,0.64,0.599,131.7645,42.0098,6.48,134.4736,43.6397,2.89,53.5934,55.4715,1.31,53.4119,54.6277,1.12,38.2317,46.6636,2.03,49.6838,23.3479,1.99,142.7787,39.9089,20.59,0.0247,0.0289,0.0001,61.3334,25.9436,0.29,0.0156,0.0159,0.0,36.9532,35.7381,0.75,24.2893,32.971,0.06,0.0333,0.0257,0.0,0.0316,0.03,0.0012,0.0273,0.0281,0.0014,39.5846,45.4577,3.049,40.24,44.8866,3.0846,41.0832,46.6963,1.6808,40.8124,45.6094,4.2407,0.0447,0.0327,0.0,0.0432,0.0257,0.0
55-min Ironman Swim Technique Breakdown.mp4,tutorial,technique,unknown,552.0,0.625,0.1193,0.418,0.756,136.792,42.8525,1.27,136.5752,40.0177,1.68,65.2022,52.4607,0.65,66.6816,52.44,0.67,33.895,42.6365,1.88,50.8431,23.6466,0.02,152.851,37.0637,0.6,0.0317,0.0277,0.0,56.09,24.4812,0.07,0.0188,0.0163,0.0,33.252,35.1891,0.01,30.3505,35.5616,0.04,0.0724,0.0645,0.0,0.0489,0.0495,0.0001,0.0405,0.0298,0.0007,25.8236,41.0659,0.9755,25.1667,40.2704,1.0037,27.3588,42.2928,0.3945,27.3401,42.2171,0.2471,0.0285,0.0406,0.0,0.0278,0.0403,0.0
All Fast Swimmers Do These Two Things.mp4,tutorial,technique,unknown,102.0,0.647,0.155,0.41,0.534,137.3361,41.9117,2.39,133.9321,44.6232,3.71,50.6515,55.7093,0.79,42.1786,47.9603,0.38,58.802,42.3843,2.31,37.805,25.7448,0.05,134.4174,53.3709,0.47,0.0433,0.0406,0.0,41.5141,30.9402,0.07,0.0238,0.0227,0.0,29.4256,30.4768,0.02,28.4102,40.092,0.06,0.1869,0.3809,0.0002,0.1028,0.1359,0.0,0.1059,0.1011,0.0005,16.9605,53.557,1.6028,16.5418,53.8002,0.487,17.5813,49.0483,-0.7674,18.0662,53.345,1.0896,0.1095,0.1717,0.0,0.1088,0.1789,0.0
Coordinate Your CATCH and KICK.mp4,tutorial,technique,unknown,133.83,0.516,0.1506,0.393,0.438,131.21,47.5097,4.19,128.8278,44.0291,2.07,88.9185,57.5841,1.29,87.945,57.9514,0.99,40.4201,48.5275,1.81,53.0467,23.6504,0.09,146.4968,43.0431,0.84,0.0295,0.0242,0.0001,64.6304,23.8185,0.65,0.0192,0.0139,0.0001,30.0479,31.1406,0.03,25.3627,31.2706,0.13,0.0899,0.1098,0.0001,0.0357,0.038,0.0001,0.035,0.0273,0.0001,31.4288,125.3521,1.259,31.5742,127.0109,1.4619,28.0978,108.3497,0.7883,27.649,106.6427,1.7071,0.0576,0.0702,0.0,0.0527,0.0632,0.0
Freestyle Rotation： Rock Not Roll？.mp4,tutorial,technique,unknown,187.67,0.442,0.1662,0.465,0.334,121.2743,48.8925,1.79,115.0765,55.0476,4.79,61.961,51.0728,0.78,58.0105,50.4074,1.24,65.231,42.4307,2.28,30.5652,25.0751,0.03,118.2455,57.1254,1.52,0.0254,0.0232,0.0,44.1316,28.2233,0.28,0.0142,0.0129,0.0,39.0079,37.0431,0.06,26.8489,26.7947,0.01,0.0679,0.0518,0.0005,0.0381,0.0375,0.0,0.0431,0.0312,0.0007,27.3123,60.3387,3.0066,27.2643,60.5936,3.0065,24.7626,54.3799,1.5308,24.9035,53.5934,0.6471,0.0508,0.0437,0.0,0.0524,0.0458,0.0
How I Transformed My High Elbow Catch ｜ Freestyle Technique Tips.mp4,tutorial,technique,unknown,489.33,1.044,0.1606,0.482,0.86,104.1799,44.3719,1.47,144.0868,39.5097,0.35,26.5936,43.5944,0.3,39.4088,35.967,1.19,80.3845,28.4209,1.89,18.1135,18.5898,0.0,130.7439,38.986,4.82,0.0152,0.0188,0.0,13.3862,23.7752,0.0,0.0312,0.0165,0.0,49.859,34.4023,0.0,19.1808,18.8332,0.0,0.2197,0.1427,0.0002,0.1623,0.1089,0.0,0.1495,0.0922,0.0004,11.1724,26.0943,2.2172,10.2114,26.5911,1.1692,7.4777,29.9468,0.821,7.6547,30.2669,0.7993,0.0572,0.0983,0.0,0.0587,0.1098,0.0
How To Swim Freestyle ｜ Technique For Front Crawl Swimming.mp4,tutorial,technique,unknown,383.6,0.568,0.1574,0.347,0.544,124.0631,48.339,1.72,119.7555,48.388,2.05,69.4394,53.4496,0.63,58.3806,49.1406,0.34,60.5602,50.5554,1.28,41.6592,26.869,0.0,131.4431,49.1963,0.39,0.0406,0.0419,0.0,52.6404,28.5261,0.07,0.0252,0.0258,0.0001,39.2808,36.9787,0.02,32.4945,36.1572,0.02,0.1055,0.0969,0.0,0.0606,0.0733,0.0002,0.0558,0.0425,0.0002,18.1701,38.3563,0.0895,17.9591,38.8234,0.7526,23.1775,96.6285,1.9812,23.1245,93.8132,0.7946,0.0721,0.0595,0.0,0.072,0.0584,0.0
Ironman Triathlete Wants To Break 60-min Swim ｜ Freestyle Technique Breakdown.mp4,tutorial,technique,unknown,372.67,0.996,0.1311,0.459,0.982,159.5176,42.0805,1.1,147.8811,38.9576,1.03,21.7844,33.931,0.71,36.646,39.0968,0.73,71.096,20.9379,2.6,6.9491,11.9682,0.0,168.903,26.1879,3.76,0.0119,0.0145,0.0,11.8835,19.4897,0.02,0.0076,0.0141,0.0,24.4648,32.8848,0.25,16.7971,24.1563,0.11,0.0399,0.051,0.0,0.114,0.036,0.0003,0.0822,0.0143,0.0045,1.9134,2.3284,0.6903,0.5658,2.5129,-0.399,12.6708,8.1193,1.0155,12.3135,8.0166,0.9565,0.0195,0.0318,0.0,0.025,0.0332,0.0
Reach & Rotation 👍  Catch Up 👎 ｜ Freestyle Technique Analysis.mp4,tutorial,technique,unknown,573.83,0.81,0.1217,0.445,0.9,93.2154,56.3331,0.9,105.4726,49.457,1.73,49.3953,35.4393,0.83,40.9933,42.5529,0.66,63.6946,34.9038,2.03,26.5072,25.8682,0.0,148.7077,39.4227,1.22,0.0222,0.0298,0.0,29.4757,30.5073,0.0,0.0147,0.0154,0.0,44.5539,39.2038,0.02,21.454,20.4856,0.0,0.0796,0.0465,0.0001,0.0741,0.0496,0.0,0.0611,0.0279,0.0005,14.6229,52.2067,1.4208,13.4357,51.7973,0.1304,13.8656,38.2126,0.8512,13.873,39.4491,1.1949,0.0327,0.0376,0.0,0.0319,0.038,0.0
Rotate Your Hips Before Applying Power.mp4,tutorial,technique,unknown,251.67,1.053,0.1592,0.483,0.886,136.5066,42.8355,2.35,145.469,38.1491,2.84,110.927,56.4953,0.57,116.4226,53.1617,0.59,34.7166,45.1002,1.36,57.3346,22.6457,0.07,162.3171,20.2381,2.84,0.0438,0.0355,0.0,66.3181,24.396,0.03,0.028,0.02,0.0,33.293,35.2113,0.0,32.5709,37.5975,0.0,0.0894,0.0977,0.0001,0.054,0.058,0.0001,0.0495,0.035,0.0006,21.2521,42.6578,0.9549,21.1175,42.3297,0.9284,23.2853,46.1098,0.4965,23.5978,46.2953,0.6905,0.0319,0.0312,0.0,0.0323,0.0331,0.0
Smooth swimming step by step.mp4,tutorial,technique,unknown,572.33,0.924,0.1549,0.415,0.838,146.0633,39.2381,2.15,145.5374,37.7568,1.5,123.1862,55.9005,0.71,122.6836,54.3438,0.67,43.2861,50.9079,1.0,47.5264,23.451,0.02,143.6313,44.2811,0.55,0.0367,0.0333,0.0,63.3818,23.8979,0.01,0.0226,0.0198,0.0,27.2953,31.5244,0.0,29.1516,35.3584,0.0,0.0787,0.0876,0.0,0.0518,0.0644,0.0,0.0449,0.0396,0.0004,26.3409,45.2881,0.7115,26.6049,46.0141,0.2361,32.0176,60.686,0.6192,32.206,61.1573,-0.3791,0.0461,0.0527,0.0,0.0455,0.0551,0.0
The Easy Way To Time Your Breathing In Freestyle.mp4,tutorial,technique,unknown,173.67,0.864,0.1531,0.467,0.733,131.2564,47.8979,3.47,127.4053,45.2152,1.32,96.9665,58.7024,0.94,92.6516,59.5993,0.81,55.4926,54.6838,1.26,54.0738,23.2753,0.12,147.7381,41.6227,0.98,0.0447,0.038,0.0001,66.7361,23.6847,0.33,0.0261,0.0202,0.0001,40.1905,38.8564,0.02,36.0569,37.0643,0.0,0.059,0.0544,0.0001,0.0506,0.053,0.0001,0.0489,0.0368,0.0012,22.1437,32.265,-0.2559,21.9233,32.2218,0.4874,20.9764,30.2799,0.6922,21.1027,30.4027,0.0396,0.0371,0.0371,0.0,0.0383,0.0375,0.0
The Smoothest 59 Second 100m Freestyle Ever？.mp4,tutorial,technique,unknown,64.5,0.264,0.0917,0.493,0.307,135.391,40.6739,6.45,133.7557,45.9649,1.71,87.5532,58.4788,1.24,88.9103,53.9653,1.59,26.5475,37.875,2.37,56.5082,23.3033,1.24,163.4218,16.5755,47.06,0.0229,0.0222,0.0,57.9608,26.1829,0.02,0.0145,0.0118,0.0003,26.4672,31.9924,0.28,21.828,21.1833,0.01,0.0711,0.0494,0.0017,0.0321,0.0315,0.0001,0.0279,0.0222,0.0015,39.6763,43.004,3.4414,39.4688,42.5128,3.4454,44.332,49.1403,3.4076,44.2272,49.026,2.1928,0.0376,0.0358,0.0,0.0378,0.0341,0.0
Use This To Reduce Your Stroke Count.mp4,tutorial,technique,unknown,482.67,0.823,0.1149,0.439,0.879,108.0823,57.3482,0.3,110.645,55.7624,0.35,33.2923,42.5973,0.53,38.1825,46.1723,0.16,95.2031,33.2253,1.15,11.8308,20.2327,0.0,164.5775,29.9071,0.48,0.0248,0.0271,0.0,16.8804,25.1567,0.01,0.0124,0.0165,0.0,41.5706,40.3995,0.03,23.7765,36.7749,0.0,0.2394,0.2136,0.0001,0.2136,0.1673,0.0,0.1918,0.126,0.0006,7.904,21.7941,-0.0463,7.0401,21.9789,0.0448,8.6507,21.7669,-1.8194,8.5484,21.3227,-1.5908,0.0592,0.1507,0.0,0.061,0.1492,0.0
